01/09/2023 ,189.46
05/09/2023 ,189.7
06/09/2023 ,182.91
07/09/2023 ,177.56
08/09/2023 ,178.18
11/09/2023 ,179.36
12/09/2023 ,176.3
13/09/2023 ,174.21
14/09/2023 ,175.74
15/09/2023 ,175.01
18/09/2023 ,177.97
19/09/2023 ,179.07
20/09/2023 ,175.49
21/09/2023 ,173.93
22/09/2023 ,174.79
25/09/2023 ,176.08
26/09/2023 ,171.96
27/09/2023 ,170.43
28/09/2023 ,170.69
29/09/2023 ,171.21
